pool,pool_size,theta,arm,draws,tau,fit_slope,seed,step,mean_se,n_active
full,204,0.0,adaptive,500,0.5,group,2026,76,0.4830261395724853,171
full,204,0.0,adaptive,500,0.5,group,2026,77,0.4824425021530131,166
full,204,0.0,adaptive,500,0.5,group,2026,78,0.4820711673778099,160
full,204,0.0,adaptive,500,0.5,group,2026,79,0.4816162958299054,154
full,204,0.0,adaptive,500,0.5,group,2026,80,0.4811119991324205,150
full,204,0.0,adaptive,500,0.5,group,2026,81,0.48116705848140107,143
full,204,0.0,adaptive,500,0.5,group,2026,82,0.480798985465224,138
full,204,0.0,adaptive,500,0.5,group,2026,83,0.4807998623149836,131
full,204,0.0,adaptive,500,0.5,group,2026,84,0.48042313125434893,128
full,204,0.0,adaptive,500,0.5,group,2026,85,0.4803218185781066,124
full,204,0.0,adaptive,500,0.5,group,2026,86,0.480147136145357,120
full,204,0.0,adaptive,500,0.5,group,2026,87,0.4800411617576553,116
full,204,0.0,adaptive,500,0.5,group,2026,88,0.48047454824195773,110
full,204,0.0,adaptive,500,0.5,group,2026,89,0.48040572930654896,105
full,204,0.0,adaptive,500,0.5,group,2026,90,0.48027178765835943,102
full,204,0.0,adaptive,500,0.5,group,2026,91,0.47979233718435965,101
full,204,0.0,adaptive,500,0.5,group,2026,92,0.479282506265779,100
full,204,0.0,adaptive,500,0.5,group,2026,93,0.4794778702853482,96
full,204,0.0,adaptive,500,0.5,group,2026,94,0.4791085732061053,95
full,204,0.0,adaptive,500,0.5,group,2026,95,0.479560663032863,90
full,204,0.0,adaptive,500,0.5,group,2026,96,0.47922028608472766,89
full,204,0.0,adaptive,500,0.5,group,2026,97,0.4787515797583479,88
full,204,0.0,adaptive,500,0.5,group,2026,98,0.4787803508173876,86
full,204,0.0,adaptive,500,0.5,group,2026,99,0.4787259959302278,84
full,204,0.0,adaptive,500,0.5,group,2026,100,0.47878949513143165,82
full,204,0.0,adaptive,500,0.5,group,2026,101,0.4785214328527864,81
full,204,0.0,adaptive,500,0.5,group,2026,102,0.47835384070815773,80
full,204,0.0,random,500,0.5,group,2026,1,0.9883535053185308,500
full,204,0.0,random,500,0.5,group,2026,2,0.9771364229255858,500
full,204,0.0,random,500,0.5,group,2026,3,0.96812231108713,500
full,204,0.0,random,500,0.5,group,2026,4,0.9586193856380678,500
full,204,0.0,random,500,0.5,group,2026,5,0.9485981497043674,500
full,204,0.0,random,500,0.5,group,2026,6,0.9399850169248546,500
full,204,0.0,random,500,0.5,group,2026,7,0.931397907032565,500
full,204,0.0,random,500,0.5,group,2026,8,0.9228141264232235,500
full,204,0.0,random,500,0.5,group,2026,9,0.9136539016516303,500
full,204,0.0,random,500,0.5,group,2026,10,0.9045663154238388,500
full,204,0.0,random,500,0.5,group,2026,11,0.8949381335358043,500
full,204,0.0,random,500,0.5,group,2026,12,0.8863027613584066,500
full,204,0.0,random,500,0.5,group,2026,13,0.877636792984521,500
full,204,0.0,random,500,0.5,group,2026,14,0.8704660009582128,500
full,204,0.0,random,500,0.5,group,2026,15,0.8625521707013397,500
full,204,0.0,random,500,0.5,group,2026,16,0.8554938011173828,500
full,204,0.0,random,500,0.5,group,2026,17,0.8481719325187688,500
full,204,0.0,random,500,0.5,group,2026,18,0.8403661243658797,500
full,204,0.0,random,500,0.5,group,2026,19,0.83374646538518,500
full,204,0.0,random,500,0.5,group,2026,20,0.8267590159726977,500
full,204,0.0,random,500,0.5,group,2026,21,0.8209031015914158,500
full,204,0.0,random,500,0.5,group,2026,22,0.8150624735116485,500
full,204,0.0,random,500,0.5,group,2026,23,0.8087206950197434,500
